,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,IS_SUCCESSFUL,ASK_AMT_BIN
27992,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
27993,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
27994,T3,Independent,C2000,Preservation,Association,1,0,N,1,5000
27995,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
27996,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,Other
27997,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,Other
27998,T7,Independent,C1000,ProductDev,Association,1,0,N,0,5000
27999,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
28000,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
28001,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28002,T7,CompanySponsored,C1000,ProductDev,Association,1,1-9999,N,1,Other
28003,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,0,50000
28004,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28005,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
28006,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28007,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28008,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28009,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28010,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28011,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28012,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28013,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28014,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28015,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
28016,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
28017,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28018,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
28019,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28020,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
28021,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28022,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,0,Other
28023,T3,Independent,Other,Preservation,Trust,1,10000-24999,N,1,1000000
28024,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28025,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28026,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28027,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28028,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28029,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28030,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
28031,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28032,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
28033,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28034,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28035,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28036,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28037,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28038,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28039,T5,Independent,C3000,ProductDev,Association,1,0,N,1,5000
28040,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28041,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28042,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28043,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28044,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,5000
28045,T3,Independent,C2000,Preservation,Association,1,0,N,0,5000
28046,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28047,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28048,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,1,5000
28049,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28050,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28051,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28052,T3,CompanySponsored,Other,Preservation,Trust,1,0,N,1,5000
28053,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28054,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28055,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28056,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28057,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28058,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28059,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28060,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28061,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28062,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,0,5000
28063,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28064,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28065,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28066,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28067,T3,Independent,C1200,Preservation,Association,1,0,N,1,5000
28068,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28069,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28070,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28071,T7,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
28072,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,1,5000
28073,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28074,T3,Independent,Other,Preservation,Trust,1,10000-24999,N,0,Other
28075,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28076,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28077,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
28078,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28079,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28080,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
28081,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28082,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
28083,T3,Independent,C1000,Heathcare,Trust,1,10M-50M,N,0,Other
28084,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28085,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28086,T7,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
28087,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28088,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28089,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28090,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28091,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28092,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28093,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28094,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28095,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28096,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28097,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,1,50000
28098,T7,Independent,C1000,ProductDev,Association,1,0,N,1,5000
28099,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,1,5000
28100,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28101,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28102,T3,Independent,C1200,Preservation,Association,1,0,N,1,5000
28103,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28104,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,0,5000
28105,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28106,T6,Independent,C3000,ProductDev,Trust,1,0,N,0,5000
28107,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28108,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28109,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28110,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28111,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28112,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28113,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28114,T6,Independent,C2000,ProductDev,Association,1,1-9999,N,1,5000
28115,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,0,5000
28116,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28117,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28118,T3,CompanySponsored,C2000,Preservation,Trust,1,1-9999,N,1,5000
28119,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28120,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28121,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28122,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28123,T4,Independent,C3000,ProductDev,Trust,1,0,N,1,5000
28124,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,0,5000
28125,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28126,T4,Independent,C1000,ProductDev,Association,1,0,N,1,5000
28127,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28128,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28129,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
28130,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28131,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28132,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28133,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,5000
28134,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28135,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28136,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28137,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28138,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
28139,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28140,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28141,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
28142,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28143,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28144,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28145,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28146,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28147,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
28148,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28149,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28150,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,0,5000
28151,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
28152,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
28153,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28154,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28155,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28156,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28157,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28158,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28159,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28160,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28161,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28162,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28163,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28164,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28165,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
28166,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28167,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28168,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
28169,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
28170,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28171,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28172,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28173,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28174,T3,Independent,Other,Preservation,Trust,1,10000-24999,N,1,5000
28175,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
28176,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28177,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28178,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28179,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28180,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28181,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28182,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28183,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,0,5000
28184,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
28185,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28186,T7,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
28187,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28188,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28189,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28190,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28191,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28192,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28193,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28194,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28195,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,0,Other
28196,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28197,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28198,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28199,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28200,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28201,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28202,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28203,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28204,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
28205,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28206,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
28207,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28208,T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28209,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28210,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28211,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28212,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28213,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28214,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28215,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28216,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
28217,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28218,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28219,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28220,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28221,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28222,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
28223,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28224,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28225,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28226,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28227,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28228,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28229,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
28230,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28231,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
28232,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
28233,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28234,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28235,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,0,50000
28236,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28237,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28238,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28239,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
28240,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
28241,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
28242,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
28243,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28244,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
28245,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28246,T19,Independent,C1000,ProductDev,Association,1,0,N,1,5000
28247,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28248,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
28249,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28250,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28251,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
28252,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28253,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28254,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28255,T7,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
28256,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28257,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28258,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28259,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28260,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28261,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
28262,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,1,5000
28263,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
28264,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28265,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28266,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28267,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28268,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
28269,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
28270,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28271,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28272,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28273,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28274,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
28275,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
28276,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28277,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
28278,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28279,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28280,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,1,1000000
28281,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
28282,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28283,T3,CompanySponsored,C1000,Preservation,Trust,1,10M-50M,N,0,Other
28284,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28285,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28286,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
28287,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28288,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28289,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
28290,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1,1000000
28291,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28292,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,5000
28293,T5,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
28294,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28295,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28296,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28297,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28298,T3,Independent,C2000,Preservation,Association,1,0,N,0,5000
28299,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28300,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
28301,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28302,T3,Independent,Other,Preservation,Association,1,0,N,0,5000
28303,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
28304,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
28305,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
28306,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28307,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28308,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
28309,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
28310,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
28311,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
28312,T3,Independent,Other,Preservation,Association,1,1-9999,N,0,5000
28313,T6,Independent,C2000,ProductDev,Trust,1,0,N,0,5000
28314,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28315,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
28316,T3,CompanySponsored,C1200,Preservation,Trust,1,1-9999,N,0,5000
28317,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
28318,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
